restaurant_name,cuisines,avg_cost_for_two,has_table_booking,has_online_delivery,price_range,rating,votes
Bistro,Beverages,150,False,False,1,3.9,55
Chaudhary Sweets Corner,Multicuisine,300,False,False,1,3.8,36
Chowringhee,Fast Food,250,False,True,1,3.6,108
Cones & Curries,Fast Food,250,False,True,1,3.7,151
Darvesh Corner,North Indian,550,False,False,2,3.6,91
Deez Biryani & Kebabs,Multicuisine,650,False,True,2,3.7,393
Frozen Pan,Fast Food,250,False,False,1,3.9,72
Giani's,Multicuisine,400,False,True,1,3.8,167
Havmor Ice Cream,Ice Cream,200,False,True,1,3.7,20
Keventers,Beverages,250,False,False,1,3.5,61
Manohar Bikkaneri,Multicuisine,200,False,False,1,3.8,83
Manohar Bikkaneri,Multicuisine,200,False,False,1,3.6,62
Nukkadwala,Fast Food,300,False,True,1,3.7,58
Om Di Hatti,Multicuisine,100,False,False,1,3.7,116
Orange Tree Cafe,Multicuisine,600,True,False,2,3.5,21
Rigo Noodles,Multicuisine,500,False,False,2,3.5,133
Sethi's The Cake Shop,Fast Food,200,False,False,1,3.9,150
Shake Square,Fast Food,400,False,False,1,3.6,261
Sharma Kachoriwala,Street Food,50,False,False,1,3.7,131
Shawarma Wala,Fast Food,300,False,False,1,3.7,234
Shree Rathnam,Multicuisine,800,False,True,2,3.5,85
Shri Bankey Bihari Brajwasi Rasgulle Wala,Multicuisine,150,False,False,1,3.5,36
Sid's Kitchen,Multicuisine,500,False,True,2,3.8,115
Subway,Fast Food,500,False,True,2,3.5,143
Sweet Life By Henna,Cafe,400,False,False,1,3.5,47
The Midnight Heroes,Fast Food,950,False,True,2,3.8,41
Urban Hub,Fast Food,1900,True,False,3,3.6,346
Vaishno Chat Bhandar,Street Food,150,False,False,1,3.9,223
Ved Dhaba,North Indian,300,False,False,1,3.5,97
Veg Ex,North Indian,500,False,True,2,3.6,24
Wokin Street,Chinese,300,False,True,1,3.6,25
Yadav Namkeens & Bakers,Cafe,100,False,True,1,3.5,15
Chill'm Bar & Cafe,Fast Food,600,True,True,2,4.2,300
Coffee & Cream,Fast Food,400,False,False,1,4.0,108
Chawla Di Hutti,North Indian,700,False,False,2,3.1,59
Sher 'A' Punjab Bhojnalya,North Indian,600,False,True,2,3.3,36
Guru Rakha,North Indian,600,False,False,2,3.1,62
Shudh Vaishno Hotel,North Indian,450,False,True,1,3.4,44
Kumar Samose Wala,Street Food,100,False,False,1,4.1,187
Amigo's Deli,Fast Food,350,False,False,1,3.2,11
Ananda Food Express,Multicuisine,450,False,True,1,3.2,27
Green Chick Chop,Fast Food,350,False,False,1,3.4,33
Khana Vaana,Multicuisine,300,False,False,1,3.4,32
Momoholic,Fast Food,200,False,False,1,3.3,11
Nazeer Foods,Multicuisine,550,False,False,2,3.3,87
Pind Balluchi,North Indian,850,True,True,2,2.6,192
Rumours,Multicuisine,1000,True,False,3,3.4,232
Spice Grill,Multicuisine,1300,False,True,3,3.2,177
Utopia,Multicuisine,1500,True,False,3,3.2,286
Aroma Rest O Bar,Multicuisine,800,True,True,2,3.6,306
Cafe Shloka,Multicuisine,1000,False,True,3,3.5,63
Chawla's Tandoori Junction,North Indian,800,True,False,2,3.5,159
Desi Villa,Multicuisine,800,True,False,2,3.7,28
Kanwarji's,Multicuisine,400,False,False,1,3.5,40
Palomino,Multicuisine,1600,True,True,3,3.7,213
Raasa The Luxuriate Fine Dine,Multicuisine,1150,True,True,3,3.7,160
Shiv Tikki Wala,Multicuisine,250,False,False,1,3.8,300
The Barbeque Company,Multicuisine,1300,False,False,3,3.8,248
The Wrap Factory,Fast Food,250,False,False,1,3.6,109
Urban Punjab,Multicuisine,750,True,False,2,3.5,132
Classic,Fast Food,250,False,False,1,4.0,95
Goosebumps,Multicuisine,300,False,True,1,4.0,292
Adyar Ananda Bhavan,Fast Food,500,False,False,2,2.8,39
Amma Mess,Multicuisine,250,False,False,1,3.4,68
Amritsari Chaap Corner,North Indian,200,False,False,1,2.9,92
Aroma Spice,Multicuisine,800,True,False,2,3.4,51
Boheme Cafe Bar,Multicuisine,1100,True,True,3,3.2,142
Cafe Coffee Day,Cafe,450,False,False,1,2.6,21
Chinese King,Multicuisine,450,False,True,1,2.5,71
Chopsuey,Multicuisine,600,False,True,2,3.2,71
Chowringhee,Multicuisine,600,False,True,2,3.4,122
Crossroad Bar and Restaurant,Multicuisine,700,False,False,2,3.0,39
Domino's Pizza,Fast Food,700,False,False,2,3.4,43
Giani's,Multicuisine,400,False,True,1,3.4,38
Giani,Multicuisine,400,False,True,1,2.7,39
Gulnar Bar Be Que,Multicuisine,700,False,True,2,3.1,73
Kwality Bengali Sweets,Multicuisine,200,False,False,1,2.9,10
Little Chef,Fast Food,500,False,True,2,2.7,32
M J Dosa Corner,South Indian,150,False,False,1,2.9,36
Moolchand's,Fast Food,450,False,False,1,3.3,36
New Angaar Hyderabadi,South Indian,750,True,True,2,3.1,134
New Frontier Hotel,North Indian,350,False,False,1,3.3,55
Oberoi Biryani,North Indian,600,False,False,2,2.9,90
Om Ji Om,North Indian,500,False,False,2,3.2,60
Om Saravana Bhavan,South Indian,400,False,False,1,2.7,47
Pindi Meat,North Indian,300,False,False,1,3.4,43
Punjab Sweet Corner,Fast Food,350,False,False,1,3.3,236
R1 Lounge,Multicuisine,1100,True,True,3,2.6,31
R1 Take Away,Multicuisine,700,False,True,2,2.5,38
Raffles,Fast Food,800,True,False,2,3.1,123
Raj Sweets,Mithai,150,False,False,1,2.8,9
Ramas Cafe,Multicuisine,350,False,False,1,3.3,70
Sandoz,Multicuisine,550,False,False,2,3.4,114
Sandoz,Multicuisine,550,False,False,2,2.7,56
Shudh,Multicuisine,600,False,True,2,3.1,247
Southy,South Indian,450,False,True,1,3.1,90
Spicy by Nature,Multicuisine,900,True,False,2,2.7,84
Spicy N Karara,Fast Food,650,False,True,2,3.3,93
Spooky Sky,Multicuisine,650,False,True,2,3.4,44
Sri Krishna Udupi,South Indian,400,False,False,1,3.0,27
Tempting Restaurant,Multicuisine,750,True,True,2,2.7,68
The Smokin' Grill by The Flashback,Fast Food,400,False,True,1,3.3,23
Three Tuns,Multicuisine,1400,True,False,3,3.2,30
Wah Ji Wah,Multicuisine,500,False,True,2,2.5,69
Wow! Momo,Fast Food,350,False,False,1,2.6,41
Wrap & Roll,Fast Food,400,False,True,1,3.4,36
Anjlika Pastry Shop,Fast Food,400,False,False,1,3.6,179
Bakeology,Cafe,450,False,False,1,3.5,22
Changezi Chicken,North Indian,650,False,True,2,3.7,456
Chargrill Resto Bar,Multicuisine,900,True,True,2,3.6,43
Chowringhee,Fast Food,200,False,True,1,3.7,120
Glenz Cafe N Bakers,Fast Food,700,False,True,2,3.8,230
Happy2Bake,Cafe,300,False,True,1,3.5,26
Nazeer Foods,North Indian,600,False,True,2,3.5,27
Pakode Ki Dukaan,Street Food,50,False,False,1,3.6,35
Peshawari Chicken Corner,North Indian,500,False,True,2,3.6,76
Prem Dhaba,North Indian,650,False,False,2,3.7,177
Ravi Raj Di Kulfi,Cafe,150,False,False,1,3.6,99
Shawarma King's,Fast Food,250,False,True,1,3.7,136
Shri Rama Restaurant,Multicuisine,600,False,True,2,3.5,72
Sri Balaji,Multicuisine,600,False,False,2,3.5,88
Standard Burfee,Multicuisine,200,False,False,1,3.8,100
Subway,Fast Food,500,False,False,2,3.6,118
Suruchi,Fast Food,700,False,True,2,3.8,603
Tera Hotel,North Indian,350,False,False,1,3.5,149
The Diet Kitchen,Multicuisine,700,False,True,2,3.7,39
The Spot,Chinese,350,False,False,1,3.5,109
Wrapss,Fast Food,350,False,True,1,3.5,214
Wrapss,Fast Food,350,False,True,1,3.5,64
Cafe Coffee Day,Cafe,450,False,False,1,2.3,32
Jade Garden,Finger Food,1000,True,False,3,2.4,52
Art of Spices,Fast Food,500,False,False,2,4.0,841
Sindhi Corner,Street Food,200,False,False,1,4.0,74
The Feast House,Multicuisine,1050,True,False,3,4.3,142
Zaffran,North Indian,2000,False,False,4,4.5,524
McDonald's,Fast Food,500,False,False,2,3.3,132
Captain Grub,Fast Food,1000,False,True,3,3.1,18
M:Eat by Blanco,Cafe,300,False,False,1,3.3,29
Omazoni,Fast Food,650,False,True,2,2.5,120
Prabhu Chaat Bhandar,Street Food,150,False,False,1,3.2,242
Sugar & Spice - Le Marche,Fast Food,800,False,False,2,3.3,89
Big Chill,Multicuisine,1500,False,False,3,4.5,4986
Big Chill,Multicuisine,1500,False,False,3,4.6,1569
Amici Cafe,Multicuisine,1200,True,True,3,3.8,863
Azam's Mughlai,North Indian,600,False,False,2,3.9,157
Boombox Cafe,Multicuisine,2000,True,False,4,3.6,1428
Cafe Illuminatii,Multicuisine,2500,True,True,4,3.6,300
Cafe Turtle,Multicuisine,1000,False,False,3,3.6,574
China Fare,Chinese,1000,False,False,3,3.7,243
Chokola,Cafe,700,False,True,2,3.8,391
Cravings By Arshi Dhupia,Fast Food,800,False,False,2,3.6,29
Harry's Bar + Cafe,Multicuisine,1700,True,False,3,3.7,395
Khan Chacha,North Indian,650,False,False,2,3.7,2860
La Bodega,Mexican,1700,True,True,3,3.6,505
La Vie,Multicuisine,1400,False,True,3,3.9,454
Latitude 28,Multicuisine,2000,True,False,4,3.8,203
Laziz Kabab (Subhash Restaurant),North Indian,400,False,False,1,3.7,79
Mr. Choy,Multicuisine,1200,False,False,3,3.9,287
Public Affair,European,2100,False,False,4,3.8,199
Qureshi Kabab,North Indian,450,False,False,1,3.5,17
Side Wok,Multicuisine,2000,True,True,4,3.9,372
Subway,Fast Food,500,False,True,2,3.7,188
t Lounge by Dilmah,Multicuisine,800,False,False,2,3.6,34
The Blue Door Cafe,Multicuisine,1700,True,False,3,3.7,774
The Coffee Bean & Tea Leaf,Cafe,700,False,False,2,3.8,256
Town Hall,Multicuisine,2500,False,False,4,3.8,1186
Wok  In The Clouds,Multicuisine,2000,False,True,4,3.8,669
Civil House,Multicuisine,1700,True,False,3,4.2,113
L'Opera,Fast Food,400,False,True,1,4.0,518
Mamagoto,Multicuisine,1600,True,True,3,4.1,1330
Out Of The Box,Multicuisine,1550,True,False,3,4.0,1203
Parallel,Multicuisine,2000,True,False,4,4.0,79
Perch Wine & Coffee Bar,Multicuisine,2000,False,False,4,4.2,551
Smoke House Deli,Multicuisine,1650,True,False,3,4.0,1093
Smokey's BBQ and Grill,Multicuisine,2100,True,True,4,4.2,578
SodaBottleOpenerWala,Multicuisine,1300,False,False,3,4.2,1914
The Artful Baker,Fast Food,600,False,False,2,4.0,220
The Big Chill Cakery,Cafe,700,False,False,2,4.4,912
The Chatter House,Multicuisine,1800,True,False,3,4.2,436
Amaze Dining,Multicuisine,1100,True,False,3,3.1,10
Amritsari Naan & Kulcha,North Indian,250,False,False,1,3.1,12
Bangla Sweets,Multicuisine,450,False,True,1,3.3,13
Bj's Lounge & Cafe,Multicuisine,700,True,True,2,3.0,11
BTW,Multicuisine,400,False,False,1,3.2,19
Cabana's Kabab & Curry's,Multicuisine,450,False,False,1,3.3,73
Cafe Coffee Day,Cafe,450,False,False,1,3.2,23
Chaap Point,Fast Food,150,False,False,1,3.2,11
Chicken Chilli Corner,Multicuisine,500,False,False,2,3.1,10
Chinese Dragon,Fast Food,550,False,False,2,2.6,49
Copper Restro Bar,Multicuisine,1200,True,False,3,2.8,15
Corner Sweets,Multicuisine,200,False,False,1,3.2,100
D'Casa,Fast Food,1100,True,False,3,2.7,63
Delhi 15,Multicuisine,800,True,True,2,2.7,45
Dialogue Lounge & Caf��,Multicuisine,750,False,False,2,3.0,4
Domino's Pizza,Fast Food,700,False,False,2,3.3,57
Flavours From Heaven,Multicuisine,650,False,False,2,3.3,12
Flavours Of Biryani,Multicuisine,400,False,True,1,3.3,35
Flirty Momo's,Chinese,350,False,True,1,3.0,6
Gedi Grill,Multicuisine,700,False,False,2,3.4,143
Green Chick Chop,Fast Food,350,False,False,1,2.7,23
Indian Bites,Multicuisine,550,False,True,2,2.7,41
Karan's Vaishno Dhaba,North Indian,300,False,True,1,3.2,29
Le Swaadik,Multicuisine,500,False,False,2,3.3,13
Let's Meet Up,Fast Food,350,False,False,1,3.2,16
Madan's Kabab Centre,North Indian,600,False,False,2,3.2,31
Midnight Fries,Fast Food,550,False,True,2,2.7,46
Moradabadi Biryani,Multicuisine,300,False,False,1,3.1,9
Namdhari's Icecream & Bakers,Fast Food,300,False,False,1,2.8,23
Pahariya Chicken Corner,Fast Food,400,False,False,1,3.1,7
Pahariya Chicken,North Indian,450,False,False,1,2.7,15
Pappi Machhi Wala,North Indian,450,False,False,1,3.2,9
Pizza Hut Delivery,Fast Food,800,False,True,2,2.6,67
Polka Cakes & Coffee,Fast Food,400,False,False,1,3.3,17
Punjabi Joint,Multicuisine,600,False,False,2,2.8,4
Rain Tree Grill,Multicuisine,1200,True,True,3,3.2,74
Resunga Food Corner,Multicuisine,600,False,False,2,3.0,5
Shri Ram Poori Wale,Street Food,50,False,False,1,2.8,8
Supa's Restaurant,Multicuisine,800,True,False,2,3.2,50
Swad Fast Food,Multicuisine,300,False,False,1,2.9,16
Syall Kotian Da Dhaba,North Indian,600,False,False,2,3.0,20
The Krib,Multicuisine,2500,True,False,4,3.2,14
Turtle Bay,Fast Food,1100,True,False,3,3.4,74
Yakooz,Multicuisine,550,False,False,2,3.1,20
Above & Beyond,Multicuisine,1200,True,True,3,3.5,133
Bawa Chicken,Multicuisine,650,False,False,2,3.5,98
Chatore,Street Food,250,False,False,1,3.6,26
Chocomore,Cafe,500,False,False,2,3.7,68
Clay 1 Grill,North Indian,1000,True,False,3,3.6,283
Firangi Island,Multicuisine,1200,True,False,3,3.5,21
Jeet Chaat Bhandar,Street Food,150,False,False,1,3.5,23
Mr. Grill,Multicuisine,600,False,True,2,3.6,55
Tikka Junction,Multicuisine,750,False,True,2,3.5,102
Momos Hut & Chinese Food,Fast Food,500,False,False,2,2.4,20
Wah Ji Wah,North Indian,350,False,False,1,2.1,54
Yo! China,Chinese,800,False,True,2,2.4,39
Aapki Apni Rasoi,North Indian,200,False,False,1,2.9,6
Aapki Rasoi,North Indian,250,False,False,1,3.0,15
Advance Bakery,Fast Food,200,False,False,1,2.9,7
Apni Rasoi,Multicuisine,300,False,False,1,2.9,16
Bakeyard,Cafe,300,False,False,1,3.0,6
Bharat Chicken Inn Foods,North Indian,400,False,False,1,2.9,9
Bobby Veg Corner,Chinese,350,False,False,1,2.9,5
Brunch Point,North Indian,150,False,False,1,2.9,4
Bunty Dhaba,Multicuisine,500,False,True,2,2.5,50
Chandni Chowk Ka Sonu Parathe Wala,Street Food,100,False,False,1,3.1,12
Chankya,Fast Food,500,False,False,2,3.2,79
Chaudhary Di Hatti,Multicuisine,150,False,False,1,3.3,20
Cook Du Kdu,Multicuisine,650,False,True,2,3.2,52
Daawat Restaurant,Multicuisine,500,False,True,2,3.3,26
Delhi Dairy,Fast Food,350,False,False,1,3.2,11
Domino's Pizza,Fast Food,700,False,False,2,2.9,13
Domino's Pizza,Fast Food,700,False,False,2,3.1,75
F 2 Pastry Shop,Fast Food,150,False,False,1,3.3,26
Food Villa,Multicuisine,700,False,False,2,2.9,10
Goosebumps,Multicuisine,300,False,False,1,3.2,6
Gulab,Multicuisine,500,False,False,2,3.3,12
Health Buzzz,Healthy Food,350,False,True,1,3.1,22
Jain Dhaba,North Indian,400,False,False,1,3.2,30
Jeeta Kulfi Walle,Cafe,100,False,False,1,3.3,12
Kamal Meat House,North Indian,400,False,False,1,2.6,15
Katyani Rasoi,North Indian,300,False,False,1,3.2,10
Magic Masala,Multicuisine,400,False,False,1,3.0,11
Masala Magic,Fast Food,400,False,False,1,3.0,16
Mother Sweets,Mithai,100,False,False,1,3.4,15
Panj Taara,North Indian,600,False,False,2,3.1,8
Prince Fried N Grilled Chicken,North Indian,450,False,False,1,2.7,18
Punjabi's Veg Grill,Fast Food,400,False,False,1,3.1,10
Raja Chat Corner,Street Food,100,False,False,1,3.3,20
Rajshree,Multicuisine,550,False,False,2,3.3,16
Sachdeva Chicken Corner,North Indian,500,False,False,2,3.4,39
Shree Rathnam,Multicuisine,800,False,True,2,2.9,66
Sialkot,North Indian,250,False,False,1,3.1,7
Singh-O-Singh Kebabs,North Indian,500,False,True,2,3.1,54
Super Snacks,Fast Food,500,False,False,2,3.1,44
Tandoori Night,North Indian,600,False,False,2,3.1,15
The Chaupal Bar And Restaurant,Multicuisine,800,True,False,2,2.9,14
The Grill Point,Multicuisine,350,False,False,1,3.0,4
The Roll Hut,Fast Food,200,False,False,1,3.1,13
Triveni,Fast Food,300,False,False,1,3.2,31
Gokul Foods,Multicuisine,550,False,False,2,3.6,22
Papa Pizza,Fast Food,450,False,False,1,3.5,21
Rainbows,Fast Food,400,False,True,1,3.1,10
The Nest,Multicuisine,2200,True,False,4,3.5,218
Ambersari Dhaba,Fast Food,250,False,False,1,3.4,44
Arabian Knites,Multicuisine,500,False,False,2,3.0,7
Aryan's Rajasthani Pyaz Ki Kachori,Street Food,100,False,False,1,3.1,4
Aviram's Chinese Kitchen,Fast Food,250,False,True,1,2.7,4
Bhagwan Sweets,Multicuisine,250,False,False,1,2.8,8
Chawla,Multicuisine,400,False,True,1,2.7,7
Chinese Hut,Fast Food,450,False,True,1,3.2,56
Flavourz,Fast Food,150,False,True,1,3.3,6
Lets Bake Love,Cafe,600,False,False,2,3.0,4
Mahadev Dhaba,North Indian,100,False,True,1,2.6,10
Sethi's Food Corner,Multicuisine,550,False,False,2,3.3,40
Sethi's Restaurant,Fast Food,700,False,True,2,3.4,49
Sindhi Kulfi,Multicuisine,100,False,False,1,3.0,4
Sri Kamakshi Vilas,Multicuisine,400,False,False,1,2.7,9
The Midnight Hub - C,Fast Food,450,False,True,1,2.6,102
Anand Ji,Multicuisine,200,False,False,1,3.8,183
Happy Hakka,Multicuisine,650,False,True,2,3.7,270
Oberoi's,North Indian,600,False,True,2,3.6,75
Relax Restaurant,North Indian,800,True,True,2,3.5,116
Aggarwal Sweet Corner,Multicuisine,300,False,True,1,3.4,22
Behrouz Biryani,Biryani,600,False,True,2,3.0,32
Biryani Blues,Multicuisine,1000,True,True,3,3.1,8
Burger King,Fast Food,500,False,True,2,3.4,45
Domino's Pizza,Fast Food,700,False,False,2,2.5,47
Gopal (Sindhi) Restaurant,North Indian,650,False,True,2,3.4,59
Kabul Delhi,Afghani,550,False,True,2,2.9,39
Khan Chacha,North Indian,650,False,True,2,2.9,31
Pizza Hut Delivery,Fast Food,800,False,True,2,2.8,54
Punjabi Jaika,Multicuisine,250,False,False,1,3.3,40
Rozy Restaurant,Multicuisine,500,False,False,2,2.6,50
Taj Cafe,Multicuisine,600,False,False,2,3.1,18
Tewari Sweets,Multicuisine,500,False,False,2,3.1,33
The Burger Hut & Cake Shop,Fast Food,300,False,True,1,3.0,41
Angel's Basket,Cafe,200,False,False,1,3.5,70
Bikanervala,Fast Food,550,False,True,2,3.7,269
Haldiram's,Fast Food,600,False,False,2,3.8,472
Moon of Taj,Cafe,500,False,True,2,3.8,21
Tongue Thai'd,Asian,1000,False,True,3,3.7,57
Udupi Sai Sarover,Multicuisine,550,False,False,2,3.8,63
Wagh Bakri Tea Lounge,Cafe,550,False,False,2,3.5,54
Tibet Kitchen,Chinese,500,False,False,2,3.5,515
Baba Nagpal Corner,Multicuisine,150,False,False,1,4.1,577
Burger Street,Fast Food,300,False,False,1,3.4,32
Dilli Zaika,Fast Food,300,False,False,1,3.2,23
Mughal Chic Inn,North Indian,600,False,False,2,3.3,23
Nutrition Theka,Cafe,500,False,False,2,3.3,12
Punjabi Chaap Corner,Fast Food,550,False,False,2,3.1,20
Samosa Street,Fast Food,200,False,False,1,3.3,7
Shanu's Chicken Planet,Multicuisine,450,False,False,1,3.2,11
Shanu's Food Shop,Fast Food,450,False,True,1,2.8,13
Rahul Eggs,Fast Food,400,False,False,1,4.2,762
7 Stick,Fast Food,250,False,False,1,2.8,8
Aashirwad Restaurant,Multicuisine,400,False,True,1,2.6,5
Amar Bakery,Fast Food,250,False,False,1,3.3,13
Apni Rasoi,North Indian,400,False,False,1,3.1,24
Baked Buns,Fast Food,500,False,True,2,3.1,18
Banspi,Chinese,350,False,False,1,2.9,13
Benchmark,Multicuisine,500,False,False,2,2.8,14
Bobby Tikki Wala,Street Food,250,False,False,1,3.0,74
Cafe Coffee Day,Cafe,450,False,False,1,2.7,18
Cafe Coffee Day,Cafe,450,False,False,1,2.8,14
Canteeno,Multicuisine,200,False,False,1,3.0,7
Chai Mantra,Fast Food,200,False,False,1,3.2,15
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,North Indian,200,False,False,1,2.8,9
Chandni Chowk Parantha Corner,North Indian,100,False,False,1,3.1,8
Chauhan Laxmi Sweets,Mithai,150,False,False,1,3.0,11
Chawla's The Cake Room,Fast Food,250,False,True,1,3.4,17
China Town,Chinese,250,False,False,1,2.9,11
Domino's Pizza,Fast Food,700,False,False,2,2.6,46
Faasos,Fast Food,600,False,True,2,2.6,10
Fast Trax,Fast Food,250,False,True,1,3.2,4
Finger Licious,Fast Food,200,False,True,1,3.4,188
Gulshan Pastry Shop,Cafe,200,False,False,1,3.0,9
Handa's,Multicuisine,500,False,True,2,2.6,8
Homely Delight,Multicuisine,400,False,False,1,3.1,7
Jahangeer Foods,North Indian,500,False,True,2,2.7,64
Kaleva,Multicuisine,400,False,False,1,3.3,61
Laxmi Vaishno Dhaba,North Indian,300,False,False,1,3.0,13
Little Pleasure Restaurant & Cafe,Multicuisine,600,False,False,2,2.9,7
Mauryan Multi Cuisine Restaurant,Multicuisine,900,False,True,2,3.4,31
Mehta Food Junction,Multicuisine,300,False,True,1,3.0,8
Om Bikaner Wale,Multicuisine,200,False,False,1,2.8,8
Ovenstory Pizza,Fast Food,500,False,True,2,2.9,17
Prasadam,Fast Food,400,False,False,1,2.8,34
Priyanshi Fast Food,South Indian,300,False,False,1,3.3,29
Punjabi Tadka,North Indian,350,False,False,1,3.1,21
Pyaali,Fast Food,200,False,True,1,2.8,7
Ruby Dhaba,North Indian,500,False,False,2,2.7,25
Shree Manakamna Fast Food,Chinese,300,False,False,1,3.4,31
The Chinese Hut,Fast Food,350,False,False,1,3.0,10
The Chinese Hut,Fast Food,300,False,True,1,3.2,23
The Chinese Kitchen,Chinese,350,False,False,1,3.1,7
Twenty Four Seven,Fast Food,250,False,False,1,3.1,13
Vegie Kitchen,Multicuisine,250,False,False,1,3.1,10
Behrouz Biryani,Biryani,600,False,True,2,3.5,22
Burger King,Fast Food,500,False,True,2,3.5,66
Mohit di Hatti,Street Food,200,False,False,1,3.8,70
Play Pizza,Italian,600,False,True,2,3.8,270
Sushiya Express,Asian,800,False,True,2,3.7,40
Tantrum Coffee Bar,Multicuisine,500,False,False,2,3.5,54
Bharat Chicken Inn,Fast Food,800,False,True,2,2.4,41
Nathu's Sweets,Fast Food,400,False,True,1,2.1,121
Wah Ji Wah,Multicuisine,500,False,True,2,2.2,120
QD's Restaurant,Fast Food,800,False,True,2,4.1,675
Henri's Bar - Le Meridien,Finger Food,2000,False,False,4,3.3,20
Le Belvedere - Le Meridien,Chinese,5000,True,False,4,3.5,114
Longitude - Le Meridien,Cafe,2000,False,False,4,3.9,90
Nero - Le Meridien,Finger Food,3000,True,False,4,3.5,39
The One - Le Meridien,European,4500,True,False,4,3.8,273
Eau De Monsoon - Le Meridien,Multicuisine,4500,True,False,4,4.0,189
Slounge - Lemon Tree Premier,North Indian,1000,True,False,3,3.5,26
Al Bake,Multicuisine,600,False,False,2,2.5,66
Al-Bawarchi,Multicuisine,650,False,False,2,3.1,15
Big Dragon,Multicuisine,650,False,False,2,3.1,81
BTW,Multicuisine,400,False,False,1,3.3,205
Capital Curry,North Indian,1000,True,False,3,3.1,54
Domino's Pizza,Fast Food,700,False,False,2,2.5,81
Ekta's Kitchen,Multicuisine,650,False,True,2,3.2,67
Gopal's,Multicuisine,150,False,False,1,2.9,8
Moti Mahal Delux,Multicuisine,1000,True,True,3,2.6,72
Open Oven,Fast Food,250,False,False,1,3.4,51
Relax Xpress,Multicuisine,700,False,True,2,3.2,75
Roll Club,Fast Food,250,False,False,1,2.7,27
SM Gopal Ice Cream & Cakes,Multicuisine,200,False,False,1,3.2,15
Bangla Sweet Corner,Multicuisine,400,False,False,1,2.6,32
Chinois,Asian,1500,True,False,3,3.0,7
Dawat,Multicuisine,450,False,False,1,2.9,49
Establishment Ristorante,Cafe,400,False,False,1,3.1,12
Ganesha Sweets & Restaurant,Multicuisine,500,False,False,2,2.6,26
Gopala,Multicuisine,250,False,False,1,3.3,25
Green Chick Chop,Fast Food,350,False,False,1,2.9,12
Hot Chimney,Multicuisine,850,True,False,2,2.5,55
Icon,Multicuisine,1000,True,False,3,3.2,18
Juneja's Eating Plaza,Fast Food,700,False,True,2,3.4,98
Lodhi Knights,Fast Food,200,False,False,1,3.1,8
Ram Singh's Bhoj,Multicuisine,350,False,False,1,2.9,6
Republic of Chicken,Fast Food,400,False,False,1,2.7,10
Slice of Italy,Multicuisine,700,True,True,2,3.3,171
Subway,Fast Food,500,False,True,2,3.2,66
The Altitude Cafe and Deli,Cafe,600,False,False,2,3.1,11
Tokyo Mon Amour,Multicuisine,2200,True,False,4,3.1,10
Bhane,Ice Cream,300,False,False,1,3.6,26
Celeste,Cafe,500,False,False,2,3.5,14
Chidambaram's New Madras Hotel,Fast Food,400,False,True,1,3.8,330
CJ's Fresh,Multicuisine,1000,False,True,3,3.8,25
Elma's Brasserie,Multicuisine,2000,True,True,4,3.7,393
Kunafa,Multicuisine,300,False,True,1,3.9,200
Lahori Gate,North Indian,1800,True,True,3,3.5,148
M I Food Center,Multicuisine,600,False,False,2,3.8,202
Sugar Blossoms,Cafe,300,False,False,1,3.6,58
Cafe Coffee Day,Cafe,450,False,False,1,2.3,52
Guppy,Asian,2900,True,False,4,4.1,665
Ping's Caf�� Orient,Asian,2100,True,False,4,4.1,278
The All American Diner,Fast Food,1000,False,False,3,4.1,3495
Armaan's Restaurant,Multicuisine,500,False,False,2,2.8,8
Garden Chef,Chinese,450,False,False,1,3.0,63
Golooji's Chat Waat,Street Food,400,False,False,1,3.3,13
Oriental Lee,Multicuisine,500,False,False,2,2.7,19
Peshawari Restaurant,Multicuisine,700,False,False,2,3.1,55
Tikka Town,North Indian,550,False,False,2,3.1,53
Titu Restaurant,North Indian,300,False,False,1,2.9,13
Vijay Dhaba,North Indian,150,False,False,1,2.9,7
Wild Willy,Fast Food,500,False,False,2,3.2,19
Diva Spiced,Multicuisine,2000,True,False,4,3.7,131
Granma's Homemade,Fast Food,200,False,False,1,3.6,25
Karim's,North Indian,1000,True,False,3,3.8,194
Sab Ki Khatir,North Indian,450,False,False,1,3.7,162
Lodi - The Garden Restaurant,Multicuisine,2600,True,True,4,4.2,2549
Aggarwal Sweets & Restaurant,Fast Food,400,False,False,1,2.7,11
Ashirwad Dhaba,North Indian,200,False,False,1,2.9,5
Barichi Restaurant,Multicuisine,1000,True,False,3,2.9,7
Bikaner Sweets,Mithai,200,False,False,1,2.7,14
Bikaner,Multicuisine,600,False,False,2,2.9,6
Chatori Zubaan 2,Multicuisine,550,False,False,2,3.0,5
Chinese Mania,Chinese,300,False,False,1,3.2,17
Da Pizza Corner,Fast Food,600,False,True,2,2.5,6
Dhaba Cash 'N' Carry Kitchen,North Indian,600,False,False,2,3.1,16
Dom Dang Kins Restaurant,Chinese,400,False,False,1,3.1,12
First Choice,Fast Food,600,False,False,2,2.9,11
Hungry Hut,Multicuisine,700,False,False,2,3.1,6
Le Seasons Restaurant,Multicuisine,950,True,False,2,2.8,17
Moti Mahal Delux,Multicuisine,800,True,False,2,3.0,22
Popsy's,Fast Food,550,False,False,2,3.0,5
Prabhu,Fast Food,500,False,False,2,3.1,8
