restaurant_name,cuisines,avg_cost_for_two,has_table_booking,has_online_delivery,price_range,rating,votes
Lobby Lounge - Crowne Plaza,Finger Food,2000,True,False,4,3.2,12
Infinity - Crowne Plaza,Multicuisine,3000,True,False,4,3.5,115
Fiery Grills,Multicuisine,1000,True,False,3,3.3,165
McDonald's,Fast Food,500,False,True,2,3.4,41
Cafe Desire,Multicuisine,1000,True,True,3,3.5,116
Haldiram's,Fast Food,550,False,False,2,3.7,262
Kake Di Hatti,North Indian,400,False,False,1,3.5,364
Akash Deep,Fast Food,600,False,False,2,2.8,28
Al Saad Foods,Fast Food,400,False,False,1,3.2,12
Cafe Coffee Day,Cafe,450,False,False,1,2.8,22
Chandrika,North Indian,400,False,False,1,2.9,6
Dawat-E-Chaman,North Indian,400,False,False,1,3.4,45
Kallu Nihari,North Indian,150,False,False,1,3.0,6
King Bikaneri,Fast Food,400,False,False,1,2.9,6
Manchanda Bakery,Fast Food,200,False,False,1,3.1,8
McDonald's,Fast Food,500,False,True,2,2.8,23
Mehta Restaurant,Multicuisine,150,False,False,1,3.2,6
Shree Jee Rasoi,Multicuisine,500,False,True,2,3.0,33
Taj Snacks,South Indian,200,False,False,1,3.0,5
Zaika,Multicuisine,600,False,False,2,3.4,159
Bagli's Kitchen,Parsi,500,False,False,2,3.7,85
Bhaja Govindam,Multicuisine,700,True,False,2,3.8,189
Changezi Chicken,North Indian,500,False,True,2,3.7,519
Dilli Gate,Multicuisine,500,False,False,2,3.5,26
Jahangeer Foods,North Indian,600,False,False,2,3.8,124
Moti Mahal,Multicuisine,1100,True,False,3,3.6,711
Nandlal Ka Dhaba,North Indian,500,False,False,2,3.6,109
Sugandh,North Indian,400,False,False,1,3.7,57
Suvidha Vegetarian,North Indian,350,False,False,1,3.6,88
Domino's Pizza,Fast Food,700,False,False,2,2.3,32
Delhi 6 - Royal Cuisine Of The Walled City,North Indian,500,False,False,2,4.1,271
Food Hub,Fast Food,150,False,False,1,3.0,4
Aka Saka,Multicuisine,1200,True,False,3,3.3,176
Anil Mishtan Wala,Multicuisine,100,False,False,1,3.1,10
Barista,Cafe,650,False,True,2,3.3,73
Cafe 1 Fast Food,Fast Food,200,False,False,1,3.0,12
Cake Central - Premier Cake Design Studio,Cafe,300,False,False,1,3.4,13
Chawla's Tandoori Junction,Multicuisine,600,False,False,2,3.3,33
Chawnsan Chef,Multicuisine,700,False,True,2,3.4,104
Choco Kraft,Cafe,300,False,True,1,3.2,12
Colonel's Kababz,North Indian,900,True,False,2,3.2,600
Confectionately Seerat's,Cafe,600,False,False,2,3.2,13
Country Curries,Multicuisine,700,False,True,2,2.7,8
Domino's Pizza,Fast Food,700,False,False,2,2.5,78
Duggal's Rasoi,North Indian,600,False,False,2,3.4,35
Firefly India,Cafe,500,False,False,2,3.4,16
Fluffles - The Fluffy Waffle Co.,Cafe,300,False,True,1,2.5,7
Giani's,Multicuisine,400,False,True,1,2.8,26
Giani,Multicuisine,400,False,True,1,3.3,29
Green Chick Chop,Fast Food,350,False,False,1,2.7,16
Gulshan Fish & Chicken Fry,North Indian,450,False,False,1,3.2,14
Kitchen22,Fast Food,500,False,False,2,3.1,9
La Chocoallure,Cafe,250,False,False,1,2.9,7
Little Dragon,Fast Food,300,False,False,1,2.9,102
Maddi Sweet Centre,Multicuisine,150,False,False,1,3.2,22
Man Vs Food The Kitchen,North Indian,600,False,True,2,3.1,9
MB's,Multicuisine,1600,True,False,3,3.1,128
Moet's Sizzlers,European,1600,False,False,3,3.0,496
Oberoi's,North Indian,450,False,False,1,3.2,8
Punjabee's Darbar,Multicuisine,550,False,True,2,3.3,19
Qureshi's Kabab Corner,North Indian,600,False,False,2,3.4,35
Saleem's Restaurant,Multicuisine,600,False,True,2,3.2,53
Suri Saab Restaurant,Multicuisine,600,False,True,2,3.0,39
The Sweet Boutique,Cafe,300,False,False,1,3.3,25
Tibb's Frankie,Fast Food,300,False,False,1,3.2,28
Veg Ex,North Indian,500,False,True,2,3.4,44
Zaaika Junction,Multicuisine,500,False,True,2,2.6,56
28 Capri Italy,Italian,1500,True,True,3,3.9,245
4S Chinese Restaurant,Multicuisine,700,False,False,2,3.5,215
Amici Cafe,Multicuisine,1200,True,True,3,3.6,386
Angels in my Kitchen,Fast Food,350,False,True,1,3.8,460
Arabian Delites,Multicuisine,600,False,True,2,3.6,146
Baskin Robbins,Ice Cream,300,False,False,1,3.7,55
Cafe Brown Sugar,Multicuisine,1000,False,True,3,3.7,390
Chakhnaa Wala,Fast Food,400,False,True,1,3.5,15
Cocoberry,Cafe,300,False,True,1,3.6,130
Concept,Multicuisine,600,False,False,2,3.9,301
Deez Biryani & Kebabs,Multicuisine,800,True,True,2,3.7,338
Def Col Social,Multicuisine,1600,True,True,3,3.9,798
D�_ner Grill,Fast Food,900,False,True,2,3.8,192
Hong Kong Express,Multicuisine,700,False,True,2,3.8,196
Kent's Fast Food,Fast Food,500,False,True,2,3.7,766
Koyla Kebab,North Indian,700,False,True,2,3.6,42
Meraki Cafe & Bar,Multicuisine,1400,True,True,3,3.6,139
Milk Patisserie,Cafe,300,False,True,1,3.8,24
Moets Curry Leaf,North Indian,1500,True,True,3,3.5,208
Moets Oh! Bao,Multicuisine,1200,True,True,3,3.6,99
Moets Shack,Multicuisine,1800,True,True,3,3.7,601
Moets Stone,Italian,2000,True,True,4,3.8,354
Moti Mahal Delux,Multicuisine,1000,True,True,3,3.8,130
Nizam's Kathi Kabab,Fast Food,900,False,True,2,3.8,303
NYC.PIE,Italian,900,True,True,2,3.8,306
Raro,Cafe,800,False,False,2,3.7,304
Sagar Ratna,Multicuisine,600,False,True,2,3.7,308
Subway,Fast Food,500,False,True,2,3.6,84
Swagath,Multicuisine,1500,True,False,3,3.9,749
The Jugaad Cafe Bar,Multicuisine,1800,True,False,3,3.8,238
Mehfil,North Indian,600,False,False,2,2.4,35
Bonne Bouche,Multicuisine,1750,True,True,3,4.1,711
Cafe Yell,Multicuisine,1000,True,False,3,4.4,50
Defence Bakery,Fast Food,400,False,True,1,4.1,561
Desi Vibes,North Indian,1500,True,True,3,4.0,183
Ek Bar,Modern Indian,1700,True,True,3,4.1,242
Hwealthcafe,Multicuisine,800,True,True,2,4.1,223
Kathputli,North Indian,900,True,True,2,4.1,769
Kulfiano,Ice Cream,200,False,True,1,4.0,169
Number 31,Multicuisine,1600,True,True,3,4.2,63
RoadRomeo,Multicuisine,1650,True,True,3,4.0,460
Sagar Ratna,Multicuisine,600,False,True,2,4.0,782
The Culinary Pitaara,Multicuisine,900,False,True,2,4.2,95
Whipped,Cafe,550,False,True,2,4.2,372
A Vaishno Bhojnalaya,North Indian,100,False,False,1,3.1,29
Aim Delhi Cafe,Cafe,400,False,False,1,3.4,69
Apni Rasoi,Multicuisine,400,False,True,1,2.8,109
Blue Bull Cafe,Multicuisine,800,False,False,2,2.8,15
Cafe Bethak,Multicuisine,600,False,False,2,3.4,76
Cafe Coffee Day,Cafe,450,False,False,1,3.4,46
Cafe Coffee Day,Cafe,450,False,False,1,3.2,87
Chakhlo Food Court,Fast Food,300,False,False,1,2.6,45
Domino's Pizza,Fast Food,700,False,False,2,2.5,109
Frontier,Cafe,200,False,False,1,3.0,8
Good Foods,Fast Food,300,False,False,1,3.3,35
Grain Bell Restaurant,Multicuisine,450,False,True,1,2.8,81
Green Chick Chop,Fast Food,350,False,True,1,3.1,72
Grover's - The Baker Shop,Fast Food,100,False,False,1,3.0,18
Hookups Cafe & Lounge,Multicuisine,850,True,False,2,3.3,113
Jai Hind Dairy,Mithai,100,False,False,1,2.8,5
Kaveri,North Indian,300,False,False,1,3.3,51
Khushboo Vaishno Dhaba,North Indian,150,False,False,1,2.9,5
Korea Restaurant,Asian,900,True,False,2,3.0,82
Kukkad Nukkad,North Indian,600,False,True,2,3.0,12
Metro Fast Food,Fast Food,350,False,True,1,2.6,26
Mughlai Flavours,North Indian,300,False,True,1,3.2,17
Pitstop,Multicuisine,600,False,True,2,3.3,85
Pizza Hut,Fast Food,1000,False,True,3,3.4,143
Prince Snacks & Momo's Point,Chinese,300,False,False,1,3.4,39
Qash Retro Bar,Multicuisine,2000,True,False,4,2.7,81
Red Chillies,Fast Food,250,False,False,1,3.3,69
Samrat Bakers,Fast Food,200,False,False,1,2.6,16
Samrat Restaurant,Fast Food,700,False,False,2,3.4,173
Shammi Bhai Lassi Wala,Multicuisine,400,False,False,1,3.2,45
Shooters Lounge and Bar,Multicuisine,1100,False,False,3,2.7,50
Singh Ching,Multicuisine,600,False,True,2,3.4,427
Southy,South Indian,450,False,True,1,2.6,138
Take n Taste Shawarma Zone,Fast Food,100,False,False,1,3.0,14
The Night Owl,Chinese,450,False,True,1,2.8,51
Tilak's The Diners,Fast Food,700,False,True,2,3.1,130
Spezia Bistro,Multicuisine,900,True,True,2,4.6,1071
Cent Percent The Pastry Shop,Fast Food,250,False,True,1,3.6,258
For God's Cake,Cafe,250,False,True,1,3.9,533
Laxmi Ice Cream,Multicuisine,150,False,False,1,3.7,93
Mirch Masala MM Cafe,Multicuisine,550,False,True,2,3.7,484
Moh Maya Cafe,Multicuisine,1000,True,False,3,3.7,49
QD's Restaurant,Fast Food,800,False,True,2,3.9,2724
SuperHero Cafe,Multicuisine,550,False,True,2,3.8,541
Suresh Fast Food,Multicuisine,250,False,False,1,3.7,91
Wood Box Cafe,Fast Food,650,True,True,2,3.8,1970
Sagar Ratna,Multicuisine,600,False,True,2,2.4,147
Slice of Italy,Multicuisine,700,False,True,2,2.4,148
Bakar The Cafe,Cafe,400,False,False,1,4.1,111
Indus Flavour,Multicuisine,700,True,True,2,4.1,1384
Raw Creams,Multicuisine,250,False,True,1,4.3,156
Ricos,Multicuisine,900,False,False,2,4.3,4085
The Hudson Cafe,Multicuisine,850,False,True,2,4.4,1537
YOLO 21,Multicuisine,700,True,False,2,4.2,1526
Assam Food Stall,Multicuisine,400,False,False,1,2.8,45
Darbar E Awadh,North Indian,750,False,False,2,3.2,26
Hotel Tamil Nadu,South Indian,350,False,False,1,3.1,13
Incrivel Goa,West Indian,700,False,True,2,2.5,29
Lakshadweep,Multicuisine,200,False,False,1,2.8,11
Odisha,East Indian,450,False,False,1,3.1,52
Rajasthan Food Stall No. 1,North Indian,400,False,False,1,3.4,69
Shillong View,Chinese,350,False,False,1,3.0,36
Wazwan,North Indian,700,False,False,2,3.1,44
Zayaka,Fast Food,450,False,False,1,2.8,8
Bihar ki Rasoi,East Indian,500,False,False,2,3.5,28
Bijoli Grill,Multicuisine,800,False,False,2,3.7,182
Maharashtra Food Stall,West Indian,350,False,False,1,3.6,93
Manipur Food Stall,Fast Food,450,False,False,1,3.6,72
Momo Mia,Chinese,400,False,False,1,3.8,152
Mother Dairy Ice Cream,Multicuisine,250,False,False,1,3.5,19
Nagaland,Chinese,800,True,False,2,3.7,143
Navdanya Organic Food Cafe,North Indian,450,False,False,1,3.5,24
Tashi Delek Food Stall,Chinese,400,False,False,1,3.5,30
Punjabi Rasoi,North Indian,700,False,False,2,2.3,30
Aggarwal Bikaner Sweets,Multicuisine,350,False,False,1,3.0,9
Angels Kitchen,Multicuisine,500,False,False,2,3.2,10
Bedi's Kabab Corner,North Indian,500,False,False,2,3.2,15
Bravo Diet Food and Nutrition,Healthy Food,300,False,False,1,3.0,7
Chacha Chicken,North Indian,600,False,False,2,2.8,9
Chao Cart,Fast Food,350,False,False,1,3.3,32
Chimney,North Indian,400,False,False,1,2.9,4
Chutneez Ishtyle Bar and Dining,Multicuisine,1200,True,True,3,3.3,56
Deep Chicken Point,North Indian,600,False,False,2,3.0,16
Domino's Pizza,Fast Food,700,False,False,2,3.3,87
Govind Dhaba,North Indian,200,False,False,1,3.4,39
Huddle Cafe,Fast Food,250,False,False,1,3.4,23
Kovilakam,Multicuisine,400,False,False,1,3.2,11
Mathur's Kitchen,North Indian,450,False,True,1,2.6,15
McDonald's,Fast Food,500,False,True,2,3.3,65
New South Indian Hut,South Indian,300,False,False,1,3.1,7
Night Bite,Multicuisine,500,False,False,2,2.6,14
Pizza Station,Fast Food,300,False,False,1,3.0,7
Pummy Restaurant,Multicuisine,500,False,False,2,2.7,14
Republic of Chicken,Fast Food,400,False,False,1,3.0,4
Salt N' Pepper,Multicuisine,500,False,True,2,2.7,177
Shahi Zaikaa,North Indian,800,False,False,2,3.0,6
Shubham,Fast Food,350,False,False,1,2.7,39
South Indian Corner,South Indian,200,False,False,1,3.3,27
Sultan Food,North Indian,300,False,True,1,3.1,14
Uncle Bakery,Fast Food,100,False,False,1,3.1,15
Urban Chopstick,Chinese,400,False,True,1,2.6,50
Urban Kabab,Multicuisine,600,False,True,2,3.1,97
Urban Punjab,Multicuisine,600,False,False,2,3.2,103
Haldiram's,Fast Food,600,False,False,2,3.5,88
Pizza Hut Delivery,Fast Food,800,False,True,2,3.6,107
Slice of Italy,Multicuisine,700,False,True,2,2.3,57
Bemisaal,Multicuisine,800,True,True,2,3.4,122
Grillz,Fast Food,500,False,True,2,2.5,85
Tandoor Ka Zaika,Fast Food,400,False,False,1,2.6,55
The Barley House,Multicuisine,1200,True,True,3,3.4,35
Muffins,Fast Food,300,False,False,1,3.5,56
Dilli Darbar,Multicuisine,1200,True,False,3,2.3,118
Cafe Coffee Day,Cafe,450,False,False,1,3.0,29
Domino's Pizza,Fast Food,700,False,False,2,3.0,63
Kings Kulfi,Ice Cream,150,False,False,1,3.3,14
McDonald's,Fast Food,500,False,False,2,3.6,62
Cafe E,Multicuisine,1600,False,False,3,3.5,83
Cha-Shi,Multicuisine,1500,True,False,3,3.8,118
Habibi,Multicuisine,1800,True,True,3,3.1,134
Tikka Town,North Indian,550,False,False,2,2.8,138
4700BC Popcorn,Fast Food,400,False,True,1,3.8,152
Al Zaitoon,Multicuisine,850,False,True,2,3.5,246
Dunkin' Donuts,Fast Food,600,False,False,2,3.8,426
Foodhall,Multicuisine,700,False,False,2,3.9,71
Haldiram's,Multicuisine,350,False,False,1,3.7,229
TGI Friday's,American,2500,True,True,4,3.7,984
The Beer Cafe,Multicuisine,1200,False,False,3,3.5,295
Big Chill,Multicuisine,1500,False,False,3,4.4,2777
Cinnabon,Cafe,400,False,True,1,4.1,397
RollsKing,Fast Food,400,False,False,1,4.1,71
Tikka Town,North Indian,550,False,False,2,3.2,118
Cafe Brown Sugar,Fast Food,750,False,True,2,3.6,161
Chaayos,Multicuisine,400,False,False,1,3.9,91
Cinnabon,Cafe,400,False,True,1,3.9,360
Foodhall,Multicuisine,700,False,False,2,3.7,69
Haldiram's,Fast Food,600,False,False,2,3.7,134
Keventers,Beverages,400,False,False,1,3.8,154
Krispy Kreme,Multicuisine,350,False,True,1,3.9,98
L'Opera,Fast Food,400,False,True,1,3.8,159
Mad Over Donuts,Cafe,450,False,True,1,3.7,169
Starbucks,Cafe,700,False,False,2,3.9,109
The Beer Cafe,Multicuisine,1250,False,False,3,3.8,170
Ooh Lala !,Fast Food,500,False,False,2,4.0,154
Domino's Pizza,Fast Food,700,False,False,2,2.7,59
Flaming Wok,Multicuisine,1500,True,True,3,2.7,112
Frontier,Cafe,200,False,False,1,3.0,11
Haldiram's,Fast Food,300,False,False,1,3.6,195
McDonald's,Fast Food,500,False,True,2,3.5,100
Subway,Fast Food,500,False,True,2,2.4,65
Twenty Four Seven,Fast Food,300,False,False,1,2.9,7
Wah Ji Wah,North Indian,350,False,False,1,2.9,8
Aggarwal Sweets,Mithai,100,False,False,1,2.7,10
Al-Malik,Multicuisine,600,False,False,2,3.2,21
Bikaner Sweets,Multicuisine,200,False,False,1,2.8,13
Cafe Coffee Day,Cafe,450,False,False,1,2.7,24
Delhi Rasoi,Multicuisine,500,False,False,2,3.3,19
Food Land,Multicuisine,300,False,True,1,3.2,16
Froshier Fruits,Healthy Food,100,False,False,1,3.0,7
Govinda's Confectionery,Cafe,150,False,False,1,3.1,12
Halka Fulka,Fast Food,400,False,True,1,3.1,11
Hasty Tasty,Chinese,300,False,False,1,2.8,12
Ikreate,Cafe,400,False,False,1,3.1,9
Khan's Dilli-6 Biryani,Multicuisine,500,False,False,2,3.0,19
Kolkata Hot Kathi Roll,North Indian,250,False,False,1,2.7,21
Kowloon Express,Fast Food,400,False,True,1,3.4,17
LaDiDa,Cafe,500,False,False,2,3.2,14
Litti.In,East Indian,300,False,True,1,2.8,4
Mughals Rasoi,Multicuisine,700,False,True,2,3.2,38
Naagar Foods,North Indian,200,False,False,1,3.1,17
Novelty Chicken Corner,North Indian,650,False,True,2,3.3,61
Raju Vaishnav Dhaba,Multicuisine,350,False,False,1,3.2,19
Republic of Chicken,Fast Food,400,False,False,1,2.9,4
Shiv Shakti Vaishno Bhojnalaya,North Indian,500,False,False,2,3.1,22
Spice Tree,Multicuisine,400,False,True,1,2.7,12
Vadapav Junction,West Indian,350,False,True,1,3.2,14
Zaaika Junction,Multicuisine,500,False,True,2,3.1,25
Asian Haus,Multicuisine,1500,False,True,3,4.1,686
Bake Club,Cafe,250,False,False,1,3.2,44
Barichi,Multicuisine,1000,True,False,3,2.9,11
Barista,Cafe,650,False,False,2,3.2,44
Baskin Robbins,Ice Cream,300,False,True,1,2.6,11
Bite & More,Fast Food,350,False,True,1,3.3,24
Blue Water Grille Express,Multicuisine,700,False,True,2,2.6,27
Brainfreezzers,Multicuisine,500,False,False,2,3.0,5
Caboose X Cafe & Lounge,Fast Food,700,False,False,2,3.2,39
Cafe Buddy's,Fast Food,100,False,False,1,2.9,5
Cafe Coffee Day,Cafe,450,False,False,1,2.9,38
Chinese Food,Chinese,300,False,False,1,3.1,13
Chinese King,Multicuisine,400,False,True,1,2.5,6
Cocoberry,Cafe,300,False,True,1,3.3,28
Eggless Dukes,Cafe,200,False,False,1,3.1,5
Empire The Meat Shop,Fast Food,400,False,False,1,3.3,31
FOG Cafe and Lounge,Cafe,500,False,False,2,3.0,4
Forty 3 East,Multicuisine,1100,True,False,3,3.2,38
Green Chick Chop,Fast Food,350,False,False,1,3.3,31
Gyan's,North Indian,550,False,True,2,3.4,93
Indi-QUE,Multicuisine,1400,True,False,3,3.3,46
Keventers,Beverages,400,False,False,1,3.0,6
Pick Fresh Fish,Fast Food,400,False,False,1,3.2,17
Sat Guru Dhaba,North Indian,350,False,False,1,2.6,43
Sharazz,Fast Food,700,False,False,2,3.2,32
Spice Box,North Indian,250,False,True,1,3.4,21
The Baithak's,Multicuisine,1000,True,True,3,3.2,87
The Taste of India,Multicuisine,400,False,False,1,3.2,12
Twenty Four Seven,Fast Food,300,False,False,1,3.0,23
Wrapss,Fast Food,350,False,True,1,3.1,50
Domino's Pizza,Fast Food,700,False,False,2,3.5,119
Dunkin' Donuts,Fast Food,600,False,True,2,3.6,177
Naivedyam,South Indian,500,False,True,2,3.6,359
Punjabi Chaap Corner,North Indian,300,False,True,1,3.5,53
Rice Bowl,Multicuisine,1100,True,True,3,3.7,241
The Diet Kitchen,Multicuisine,700,False,True,2,3.9,178
The Yellow Chef,Fast Food,350,False,False,1,3.7,146
Tsui Wong,Multicuisine,800,True,True,2,3.8,145
VC's Food Paradise,Fast Food,500,False,False,2,3.5,26
WeDesi Flavours,Fast Food,350,False,True,1,3.9,54
Stabbers,Fast Food,400,False,True,1,2.4,101
Duke's Pastry Shop,Fast Food,200,False,False,1,4.1,150
Cafe Coffee Day,Cafe,450,False,False,1,3.1,44
Chicago Pizza,Fast Food,600,False,True,2,2.5,93
Drool Waffles,Cafe,500,False,False,2,3.1,9
Gelato Vinto,Ice Cream,250,False,True,1,3.3,9
Joost Juice Bar,Beverages,300,False,False,1,3.2,9
Karim's,North Indian,700,False,True,2,3.1,185
Moti Mahal Delux,Multicuisine,800,False,True,2,3.1,100
Sagar Ratna,South Indian,600,False,False,2,3.3,70
Yo! China,Chinese,1300,False,True,3,2.6,110
Chaayos,Multicuisine,400,False,True,1,3.6,106
Dimcha,Multicuisine,1500,True,False,3,3.9,145
Keventers,Beverages,400,False,False,1,3.9,57
Khan Chacha,North Indian,650,False,True,2,3.6,23
Sona Pure Veg Paradise,Multicuisine,500,False,False,2,3.8,158
Subway,Fast Food,500,False,False,2,3.8,97
The Crunch Box,Fast Food,300,False,True,1,3.7,21
FIO Cookhouse and Bar,Multicuisine,3500,True,False,4,4.0,752
Lord of the Drinks Forum,Multicuisine,2500,True,False,4,4.2,756
The Chatter House,Multicuisine,1800,True,True,3,4.0,1700
The Flying Saucer Cafe,Multicuisine,1600,True,False,3,4.3,3002
Tea Lounge - Eros Hotel,Cafe,1800,False,False,3,3.3,21
Blooms - Eros Hotel,Multicuisine,4000,True,False,4,3.9,150
Lounge & Bar - Eros Hotel,Finger Food,3650,True,False,4,3.5,18
Sweet & Crusty - Eros Hotel,Fast Food,700,False,False,2,3.7,44
Empress of China - Eros Hotel,Chinese,4800,True,False,4,4.2,119
Essex Collections Patisserie,Fast Food,300,False,False,1,3.4,50
Essex Village Garden,Multicuisine,1500,False,False,3,3.4,218
Yes Minister - Pub & Kitchen,Multicuisine,1800,True,False,3,3.7,234
Andhra Bhavan,South Indian,200,False,False,1,4.2,3010
Barista,Cafe,650,False,False,2,3.2,15
Indian Accent - The Manor,Modern Indian,4000,False,False,4,4.9,1934
FIO Country Kitchen and Bar,Multicuisine,3300,True,False,4,4.2,1561
Amul Ice-Cream Parlour,Ice Cream,200,False,False,1,3.0,4
Bunty Dhaba,Multicuisine,500,False,False,2,2.8,8
Chawla's,Multicuisine,800,False,False,2,3.3,50
China Town,Chinese,150,False,False,1,3.0,8
Chinese Inn,Multicuisine,500,False,False,2,2.8,28
Grub Street,Fast Food,350,False,False,1,3.4,31
Guru Kripa,North Indian,200,False,False,1,3.0,4
Himcream,Fast Food,300,False,False,1,3.3,17
Kashish Restaurant & Caterers,Fast Food,550,False,False,2,2.8,8
Punjabi's Veg Grill,North Indian,350,False,False,1,3.2,8
Rahul Meat Corner,North Indian,300,False,False,1,3.1,6
Ramesh Vaishno Dhaba,North Indian,500,False,False,2,2.7,17
The Chinese Hut,Chinese,300,False,False,1,2.8,50
Nagpal Di Hatti,Multicuisine,200,False,False,1,3.5,29
Ramesh Vaishno Dhaba,North Indian,500,False,False,2,3.5,31
Barbeque Nation,Multicuisine,1600,False,False,3,4.0,756
Burger King,Fast Food,500,False,True,2,3.4,33
BED,Multicuisine,2700,True,False,4,3.0,9
Cafe Coffee Day - The Lounge,Cafe,750,False,False,2,2.6,70
Hunger Strike,Fast Food,300,False,True,1,3.3,70
Karim's,North Indian,1000,True,True,3,3.3,75
Nescafe,Fast Food,200,False,False,1,3.4,36
New Bengal Sweets,Fast Food,250,False,False,1,3.1,26
Red Wok,Multicuisine,800,False,True,2,3.3,146
Room Service,Fast Food,1000,False,False,3,3.4,246
Samavar,Multicuisine,800,True,True,2,3.3,89
Subway,Fast Food,500,False,True,2,2.5,115
The Cocktail House,Multicuisine,2000,True,False,4,3.4,58
The Food Junction,Multicuisine,350,False,True,1,2.8,78
The Kathis,Fast Food,300,False,True,1,3.0,67
The Munchbox,Fast Food,850,False,True,2,3.4,199
The Sugar Story,Cafe,400,False,False,1,3.3,19
Owl is Well,Fast Food,1000,False,True,3,4.5,162
A Piece of Paris,Cafe,600,False,False,2,3.6,38
Baking Bad,Italian,1000,False,True,3,3.8,697
Baskin Robbins,Ice Cream,300,False,True,1,3.6,56
Bliss Bakery,Cafe,500,False,True,2,3.8,51
Bread & More,Fast Food,500,False,True,2,3.7,130
Bun Intended,Fast Food,850,False,True,2,3.9,349
Cafe Culture,Cafe,1000,False,False,3,3.8,50
Cafe Diva,Multicuisine,2200,True,True,4,3.9,347
Cafe Turtle,Multicuisine,1000,False,False,3,3.5,251
Caf�� Healthilicious,Multicuisine,400,False,True,1,3.5,24
Captain Grub,Fast Food,1000,False,True,3,3.7,263
Cocoberry,Cafe,300,False,True,1,3.9,155
Ding Ding,Chinese,600,False,True,2,3.9,93
D�_ner Grill,Fast Food,900,False,True,2,3.7,323
Elation,Multicuisine,1500,True,True,3,3.8,227
Fluffles - The Fluffy Waffle Co.,Cafe,300,False,True,1,3.5,27
For the Love of Cake,Cafe,400,False,False,1,3.8,116
Gatsby Kitchen & Bar by Club BW,Multicuisine,2100,True,False,4,3.5,22
Grills & Platters,Multicuisine,1600,True,False,3,3.5,150
Hungry Pistals,Fast Food,700,False,True,2,3.7,108
Jon's head Grill,Multicuisine,1100,False,True,3,3.9,105
Kebabs & Curries,North Indian,600,False,True,2,3.7,227
Londoners,Multicuisine,1700,True,True,3,3.8,244
Mad Over Donuts,Cafe,450,False,True,1,3.8,187
New Minar,North Indian,1250,True,False,3,3.6,229
Prince Chaat Corner,Street Food,250,False,False,1,3.7,84
Side Wok,Multicuisine,2000,True,True,4,3.8,223
Starbucks,Cafe,700,False,False,2,3.5,187
Thai House by Kylin,Asian,1800,True,True,3,3.8,54
The Chocolate Haven,Cafe,250,False,False,1,3.6,76
The Laidback Cafe,Multicuisine,2000,False,False,4,3.8,85
Tibb's Frankie,Fast Food,200,False,False,1,3.6,66
Tirupati Vrindavan,South Indian,500,False,False,2,3.7,53
Wagh Bakri Tea Lounge,Cafe,400,False,False,1,3.7,48
Depot48,Multicuisine,1800,True,True,3,4.2,107
Dezertfox,Cafe,550,False,True,2,4.1,160
Druk,Multicuisine,1000,True,False,3,4.1,22
Gastronomica Kitchen & Bar,Multicuisine,1400,True,True,3,4.1,826
Karate Kitchen,Multicuisine,950,False,True,2,4.4,42
Nimtho,Nepalese,750,False,True,2,4.0,62
Noshi - Yum Asian Delivery,Multicuisine,1000,False,True,3,4.2,111
Nutri Punch,Healthy Food,600,False,False,2,4.0,158
Pho King Awesome,Asian,850,False,True,2,4.1,253
Roadhouse Cafe,Multicuisine,1400,True,True,3,4.1,68
Sakley's The Mountain Cafe,Fast Food,1900,False,False,3,4.3,1327
Shikhara,North Indian,800,False,True,2,4.2,237
Sinyora's,Italian,500,False,True,2,4.0,51
Stop My Starvation,Fast Food,450,False,True,1,4.3,83
The Grill Kitchen - Gourmet,Multicuisine,800,False,True,2,4.1,81
The Sugar Cube,Cafe,500,False,False,2,4.1,173
A Lot Like Cake,Cafe,350,False,False,1,3.1,7
A W Foods,North Indian,500,False,False,2,3.4,44
Angels in my Kitchen,Fast Food,350,False,True,1,2.9,77
Brown Sugar,Fast Food,1000,False,True,3,3.2,12
Cakes and Bakes,Fast Food,300,False,False,1,3.2,9
CDB Cafe,Multicuisine,1800,True,False,3,3.4,35
Chungwa,Multicuisine,1100,True,True,3,3.3,489
Domino's Pizza,Fast Food,700,False,False,2,3.2,138
Fudged,Cafe,400,False,False,1,3.0,17
Gopala,Multicuisine,250,False,False,1,3.2,12
Gourmet Affaire's,Multicuisine,300,False,True,1,3.4,66
Hot N Chilly,North Indian,300,False,False,1,2.8,14
Kabooze,Multicuisine,1900,True,True,3,3.3,148
Koyla Kebab,North Indian,650,False,True,2,3.1,99
LaBont��,Cafe,500,False,False,2,3.4,17
MR.D - Deliciousness Delivered,Multicuisine,700,False,True,2,3.3,148
Panda Wokk,Multicuisine,950,True,True,2,3.4,77
Relax Xpress,Multicuisine,650,False,True,2,3.2,25
Rollplay,Fast Food,300,False,True,1,2.9,7
Sagar Ratna,Multicuisine,700,False,True,2,2.7,134
Spanish Delights,Ice Cream,200,False,False,1,3.1,10
Subway,Fast Food,500,False,False,2,3.3,96
The Beer Cafe,Multicuisine,1250,True,False,3,3.4,90
Tashan,Modern Indian,2000,True,False,4,4.6,304
Amalfi,Italian,1800,True,False,3,3.9,484
Backkerei,Cafe,400,False,False,1,3.6,67
Beeryani,Multicuisine,700,False,True,2,3.8,136
Beijing Street,Fast Food,650,False,True,2,3.6,120
Bikanervala,Fast Food,550,False,True,2,3.5,272
Chaayos,Multicuisine,400,False,True,1,3.8,68
China Garden,Chinese,1800,True,False,3,3.8,663
